﻿Spotify URI,Track Name,Artist Name,Album Name,Game
spotify:track:4MXhbJoFl5JKiDRnJCsCGM,W.A.R.R.I.O.R.,Ebony Bones!,Bone of My Bones,FIFA
spotify:track:1foMv2HQwfQ2vntFf9HFeG,Rhinestone Eyes,Gorillaz,Plastic Beach,FIFA
spotify:track:5JSt5uOkjLDMqWNTzVSMXX,Paper Romance,Groove Armada,Black Light,FIFA
spotify:track:2Oh2L9W9BOtGbDVK3Ui2CY,Controller,Howl,Cold Water Music,FIFA
spotify:track:2FeubNJQqAiSSfLuarpKDM,Around Us,Jónsi,Go,FIFA
spotify:track:2073QOEC8rBtSyTsRyaWiP,I Can Change,LCD Soundsystem,This Is Happening,FIFA
spotify:track:10nLLwkGS7tVPvSoW3iXIF,Snowflake,Malachai,Ugly Side Of Love,FIFA
spotify:track:77QQb3KolcWnnV3LIBwk3g,El Tigeraso,"Maluca, Diplo",El Tigeraso,FIFA
spotify:track:5FTs7Yq1HUPvJDNVoUo11Q,Record Collection,"Mark Ronson, The Business Intl",Record Collection,FIFA
spotify:track:1r9mGafUiSgumJoRqyLrSt,Splitting The Atom,Massive Attack,Heligoland,FIFA
spotify:track:5esEbMt6LHtiha7cqsGdO7,Flash Delirium,MGMT,Congratulations,FIFA
spotify:track:1izQrRGOEWnXaax5UpCrzZ,The Space Ahead,Zemaria,Any Distance,FIFA
spotify:track:2cRteiF1oVQYa2BEgpu6JP,Flashbacks,Ram Di Dam,A Liar To Admire Ep,FIFA
spotify:track:2tyKig727k0NaIhtR2ybS3,Fire With Fire,Scissor Sisters,Night Work,FIFA
spotify:track:77mfXkPssv7dSgl8oZOsoZ,Tighten Up,The Black Keys,Brothers,FIFA
spotify:track:55ncLSB83LNJAJSC2lqcye,Sampleame,The Pinker Tones,Modular,FIFA
spotify:track:62bB4BhKuQRRlFSa8LCpRa,Efêmera,Tulipa,Efêmera,FIFA
spotify:track:4O8FM6y70hB66DKjA9V1WS,I Can Talk,Two Door Cinema Club,Tourist History,FIFA
spotify:track:4bUq2xmcIZA8zLTs0fWTbF,Rules Don't Stop,We Are Scientists,Rules Don't Stop,FIFA
spotify:track:5uXKWqbJFGFQRbPQHRF86I,Rock,AK4711,Erste Hilfe,FIFA
spotify:track:72aCha2Meq7txnk451hz7k,Helicopter,Bloc Party,Silent Alarm,FIFA
spotify:track:0BxIHvGxcCdadLn39l56Q8,Welcome To Jamrock,Damian Marley,All Night Hit Pack,FIFA
spotify:track:3KoJckjaWGPpqfyVLrLjVS,Black And White Town,Doves,Some Cities,FIFA
spotify:track:2wK03qSMz396civpagDGHi,Potential Futures,Duels,NY2LON,FIFA
spotify:track:3D36XplRm1XRAu3pDiwVs6,Feels Just Like It Should - Remastered,Jamiroquai,High Times - The Singles 1992 - 2006,FIFA
spotify:track:5QTQx4jrVvCnrCv5O1cNks,Now And Forever feat. Khan,Kaos,Hello Stranger,FIFA
spotify:track:1a80nuQvOVFvwmuF7HzF15,Soobax,K'NAAN,The Dusty Foot On The Road,FIFA
spotify:track:6S26ydIQllx56ZEOiIq8vU,Contact,Kyo,Le Chemin / 300 Lésions,FIFA
spotify:track:66TH63hQPeCBZqVDYu1stk,Daft Punk Is Playing At My House,LCD Soundsystem,LCD Soundsystem,FIFA
spotify:track:3ua8txSGhpwvjIjpINzZFU,Inno All Odio,Linea 77,Available For Propaganda,FIFA
spotify:track:7yvVN0WIduWMnVpnIgZehl,God Knows,Mando Diao,Hurricane Bar,FIFA
spotify:track:7BMwCDI84h2HLkX2EZnnhr,Bir Kadın Çizeceksin,maNga,Manga +,FIFA
spotify:track:3F9Z4Rpp1pWmm1lrLwcmmP,Tranquilo,Marcelinho Da Lua,Dj Kaska Presents: Global Beats,FIFA
spotify:track:2gBo7S3v1aYwvOYwngwEhf,Lyla (In The Style Of Oasis),AVID All Stars,Super Party Hits 2005,FIFA
spotify:track:4TVo93k4AlKbSePGDDktfl,Follow My Ruin,Röyksopp,The Understanding,FIFA
spotify:track:05zsJu0oHefLtTpWpADuU6,Run,Selasee Atiase,Run,FIFA
spotify:track:5hkSUK73rEeHefsnXrNtDI,The Way I,Soshy,Dis L'Heure 2 Hip Hop Rock,FIFA
spotify:track:6fDmQOAWziVIlYOQp9klTi,Corpo A Corpo,Subsonica,Terrestre,FIFA
spotify:track:6SsZQnr1yog4u3tITR4P6N,Cobrastyle - Abum Version,"Teddybears, Mad Cobra",Soft Machine,FIFA
spotify:track:0qXzd7WLgviPPJK7CjwhZO,Be My Enemy,The Departure,Dirty Words,FIFA
spotify:track:3fvPenuwIXL1j2kuPuYUPi,11.33,The Gift,Fácil De Entender,FIFA
spotify:track:2dpD7wpcSjxbnfVIIQnUev,La Discoteca,Gipsytown,Gipsytown,FIFA
spotify:track:6cbMe6EJMKmk02pbEL3tk8,Strasbourg,The Rakes,Capture / Release,FIFA
spotify:track:43pZjkhBz717I5X8xepfwm,My Friend Dario,Vitalic,OK Cowboy,FIFA
spotify:track:3lZZuqOiUQEU56e5gVHnZy,Cityzen Citysoy,Yerba Buena,Island Life,FIFA
spotify:track:6HHSlWN3VWGap4FZXQ20li,International - Original Version,Baaba Maal,International,FIFA
spotify:track:5fXLBdMIddpwB9ywn3SdPd,Kiyakiya (Key-Ya-Key-Ya),Babatunde Olatunji,Drums Of Passion,FIFA
spotify:track:0iWZ47kH1FzmP02sGMlq6E,Saga,"Basement Jaxx, Santigold",Scars,FIFA
spotify:track:645RPlQaMOtnJNZSw42Wnb,"Dipso Calypso - feat Lady Cath, Original",Buscemi,Dipso Calypso,FIFA
spotify:track:127nlJd7uiWgssl84CnAel,Wild 'n Raw,"Fedde Le Grand, Rob Birch",Output (Album),FIFA
spotify:track:3EF2W1jvPVvcanDR1gbIx6,Drumming Song,Florence + The Machine,Lungs (International Version),FIFA
spotify:track:1O2GlAtbJXhJ4pUPCe96L8,The World Is All There Is,Fool's Gold,Fool's Gold,FIFA
spotify:track:5mYhHLEHo1WFLUKaFYZsrX,Papua New Guinea,The Future Sound Of London,Teachings From The Electronic Brain,FIFA
spotify:track:7qljRawIGHsQdmRJDdwjPs,Oh Yeah,Gang Of Instrumentals,JOZI - Original Soundtrack,FIFA
spotify:track:2TaOXPjFOymslWZVqumPcL,Winner,Kid British,Winner,FIFA
spotify:track:2030wqGyZ0jX1lk4f3asZr,Last Rhythm - Original (Re-mastered),Last Rhythm,Last Rhythm,FIFA
spotify:track:6hsZ1wW3J0NpsskvmY5pJ3,The Instrumento,Dj Bitman,Colour,FIFA
spotify:track:5Bgv1xFOzivrX7jCFv3uLG,Não É Proibido,Marisa Monte,Infinito Ao Meu Redor,FIFA
spotify:track:3hbUxLMIycaOXCGTm00qwz,Say Hey (I Love You),"Michael Franti & Spearhead, Cherine Anderson",All Rebel Rockers,FIFA
spotify:track:4C99Lht7q1JAMVucXCXEX4,Atomizer,Midival Punditz,Hello Hello,FIFA
spotify:track:0lMceZlI5qIPORg9rcXPE6,In Search Of,Miike Snow,Miike Snow,FIFA
spotify:track:2VR8gfr41GNOOqapZ428lM,Rocksteady,Rox,Memoirs,FIFA
spotify:track:1iLcZHICWEuj3YNfSBvJU2,Emorio,"Sérgio Mendes, Carlinhos Brown, Nayanna Holley",Bom Tempo,FIFA
spotify:track:1gni0TfcnJB5Wn3VZnTuet,Bring Night,Sia,We Are Born,FIFA
spotify:track:7l03mvgdRNMYYzDNwTaBDK,Fragment 8 - The Sound of Swing,Kenneth Bager,Fragments From A Space Cadet,FIFA
spotify:track:4RJ25dwUTet04jHzFq5zdJ,Warm Heart Of Africa - So Shifty Remix,The Very Best,The Very Best Remixes Of The Very Best,FIFA
spotify:track:3AprXHiQ4DnTGar1ShYf5g,Percussion Gun,White Rabbits,It's Frightening,FIFA
spotify:track:4o71q8uBRhRJexoxwCq28p,Vamos A Rodar,Dikers,A Que Esperamos,FIFA
spotify:track:6OMtcaemTFYbR6jsqo2GFx,El Ritmo Del Corazon,Seguridad Social,"Grandes exitos, Gracias por las molestias",FIFA
spotify:track:3txY8wMHNoVvU5fynxL2YO,Que Nadie Me Detenga,Mikel Erentxun,Te Dejas Ver,FIFA
spotify:track:5TM2eqdzfWPHklI7YnBmsD,Blister in the Sun - 2002 Remastered Version,Violent Femmes,Violent Femmes,FIFA
spotify:track:0XK3azZuLvHjHG3aHDAfHB,Head On,The Jesus and Mary Chain,Automatic,FIFA
spotify:track:73QQSP8t5fI2YNf3TaWwut,What You Need,INXS,INXS Remastered,FIFA
spotify:track:6R6OyEcnky20v0EkMzBiFJ,Kids,Sleigh Bells,Treats,FIFA
spotify:track:0akjAmSPsCa6PPtewKn12p,Open Your Eyes,"Alex Metric, Steve Angello, Ian Brown",Open Your Eyes,FIFA
spotify:track:6uh5EIr5yiHqOuTlD0cDmS,Escapee,Architecture In Helsinki,Moment Bends,FIFA
spotify:track:0v9QeFeCi0dxEEfxkZn1Ie,No Problem,Chase & Status,No More Idols,FIFA
spotify:track:3CsMdAuNoD7e8kRzHV24TR,Not In Love,"Crystal Castles, Robert Smith",Not In Love feat. Robert Smith,FIFA
spotify:track:6h1xTtIJQIgwEGnD1dbrQB,Hits Me Like A Rock,"CSS, Bobby Gillespie",Hits Me Like A Rock,FIFA
spotify:track:7MfRi20CPCJAUYsGFqQ8EO,Where I'm Going,Cut Copy,Zonoscope,FIFA
spotify:track:66bIQ6gdDckq44lX8C5S8s,Circles,Digitalism,"I Love You, Dude",FIFA
spotify:track:42K8FhjlBMDBln3nT7x2c8,Latino & Proud,DJ Raff,Latino & Proud,FIFA
spotify:track:2s5j2PTrKA08NUnyUJDgiG,Bombay,El Guincho,Pop Negro,FIFA
spotify:track:3UlWwvNQBYKpQblpQV6iWp,Sabor Tropical,"Empresarios, Felix Perez, Francisco Rosado",The New Gold Standard 2,FIFA
spotify:track:3dz0ICCUhjDcJ4MIAsXGfo,Call It What You Want,Foster The People,Torches,FIFA
spotify:track:1RILkKCC4b5KhTBNmMxEX3,Up Up Up,GIVERS,In Light,FIFA
spotify:track:51KyFpjLNwokcYrjxHxFee,The World Is Yours,Glasvegas,EUPHORIC /// HEARTBREAK \\\,FIFA
spotify:track:37McwOy3miqBP2NyXMmT5w,Colours - EP Version,Grouplove,Grouplove,FIFA
spotify:track:5HMsT7K9Pe2GQ69cxmLNpW,Let Go,The Japanese Popstars,Let Go,FIFA
spotify:track:2QY6M9htOiT952DAGgo55m,Nightlight,Little Dragon,Ritual Union,FIFA
spotify:track:1L3eWOPIr3QP5yRXpYXLao,Verstrahlt (feat. Yasha),"Marteria, Yasha",Zum Glück in die Zukunft,FIFA
spotify:track:4ZviFNubEKzhHBLE9UZ7TR,The Phoenix Alive,Monarchy,Around The Sun,FIFA
spotify:track:4tD3N8DxePEhUz1Bb4IL3V,Got It All (This Can't Be Living Now),Portugal. The Man,In The Mountain In The Cloud,FIFA
spotify:track:3zbrrPKjo7GprwgGyXzEsO,The Big Bang,Rock Mafia,The Big Bang,FIFA
spotify:track:06qamDp8UqlLgkvgXm9RxD,Energy,Spank Rock,Energy,FIFA
spotify:track:2JSGxpSWHFiBF7ttAZpIgl,City - Jesus and the Christians remix,The Medics,Remixing Water Into Wine,FIFA
spotify:track:48C5jIgVze1nxTm0D0hjZo,Punching In A Dream,The Naked And Famous,"Passive Me, Aggressive You",FIFA
spotify:track:6mVD1SfTvlFAPVi7txFL5H,Machu Picchu,The Strokes,Angles,FIFA
spotify:track:3MGuubCU1L7XWcTWc5Obb1,Hands,The Ting Tings,Hands,FIFA
spotify:track:0TB7xPRIQ6sZqH8q50maWh,Wreckin' Bar (Ra Ra Ra),The Vaccines,What Did You Expect from the Vaccines?,FIFA
spotify:track:4690gu3Mf1543HCPiJseZj,Stargazer,Thievery Corporation,Culture of Fear,FIFA
spotify:track:75ncRZkJxpMeqG9MT6zue2,Will Do,TV On The Radio,Will Do,FIFA
spotify:track:2QtYCTIYO6WrHcFmcPtVYX,True Skool,"Coldcut, Roots Manuva",Sound Mirrors,FIFA
spotify:track:4xJqAx87c1ZjGanTjx6Iec,I'm A Drum-Machine (Radio Edit),Denzal Park,I'm A Drum-Machine,FIFA
spotify:track:0EsqQa84DU6MGZPuMspO29,Here We Go,Stakka Bo,Here We Go,FIFA
spotify:track:4itiW5Mona3QCo5h7RLQkU,Panda,Astro,Astro,FIFA
spotify:track:30uonxJBzI0HQPRguvib4Q,We Are Not Good People,Bloc Party,Four,FIFA
spotify:track:0MMWj8de7P5rm4OnsJzlMn,Follow,Crystal Fighters,Star Of Love,FIFA
spotify:track:5JnK4kM4w9NVXd9XW8JH8X,Hail Bop,Django Django,Django Django,FIFA
spotify:track:72yHcYTFilEkFY1cJigOaE,Let It Roll,Flo Rida,Wild Ones,FIFA
spotify:track:441ERAG5YrbD6rPwaAXnvV,On Top Of The World,Imagine Dragons,Continued Silence EP,FIFA
spotify:track:3KPJU2e7nXC6c8puNfS20o,What Love?,Jagwar Ma,Come Save Me,FIFA
spotify:track:19OUs1NzU15Fe3oSIeTuyG,Club Foot,Kasabian,Discover Kasabian,FIFA
spotify:track:2W77njCCwD1XpSPtUSRTrB,You're A Animal,Jonathan Boulet,"We Keep The Beat, Found The Sound, See The Need, Start The Heart",FIFA
spotify:track:1NZoPXLcPImtDUk6G5g95R,Come into My Head,Kimbra,Vows (Deluxe Version),FIFA
spotify:track:4rB8Rmo2kj22G1zfNmFCW5,Black White & Blue,Ladyhawke,Black White & Blue,FIFA
spotify:track:0DanGj9TtgZIjJnHdTbW9v,Finale,"Madeon, Nicholas Petricca",Finale,FIFA
spotify:track:7c3OX02qSHteEfr8qYCei3,Speed The Collapse,Metric,Synthetica,FIFA
spotify:track:0rfXn2iUwqQXzNvJgmcG6p,Paddling Out,Miike Snow,Happy to You,FIFA
spotify:track:2oq2dbjW3sxOY0BscMWd7Q,I'll Be Alright,Passion Pit,Gossamer,FIFA
spotify:track:01Wnqgumt7kuCdp8rLq0mJ,Sweet Sipping Soda,Reptar,Body Faucet,FIFA
spotify:track:1Z0Fxgl11su2jitHEz5Mo8,Shine the Light,Reverend And The Makers,@Reverend_Makers,FIFA
spotify:track:0JRnaUIKDkC4c4BrsjrljZ,Fly or Die,Rock Mafia,Fly or Die,FIFA
spotify:track:0AoLUlbZnNuO4o2oJitrFC,Goldrushed,The Royal Concept,The Royal Concept,FIFA
spotify:track:1mHMCIkZmLz8T4fY9ADzFJ,Big Mouth,Santigold,Master of My Make-Believe,FIFA
spotify:track:3tfUDlff3gJAzJocqSVPwC,Jungles,Stepdad,Ordinaire EP,FIFA
spotify:track:6zmOoNDKe3aTtIEYFOkmmu,Saturday,The Enemy,Streets in the Sky,FIFA
spotify:track:0RpDP1QKdqj6WMIeSIbNr7,Don't Say Nothing,The Heavy,The Glorious Dead,FIFA
spotify:track:65mThPlQUD08MkHMUhjj1P,Sleep Alone,Two Door Cinema Club,Sleep Alone,FIFA
spotify:track:2CdNHP8DJ5tfbRoIRdcTeE,Quesadilla,WALK THE MOON,Walk The Moon,FIFA
spotify:track:1Bbn6HHJnfyBtyy7tOxc4k,We Come Running,Youngblood Hawke,Youngblood Hawke,FIFA
spotify:track:1iF8Ets4l4nM0rr7OA0l8b,Rain of Gold,Young Empires,Wake All My Youth,FIFA
spotify:track:5tCz1MVPHvGh4cDfJa1bza,Can You Feel It?,Freak Power,"Turn On, Tune In, Cop Out",FIFA
spotify:track:5IyahXxmpndwgj3VnjSj4B,A cause des garçons (Tepr Remix),Yelle,Kitsuné: A cause des garçons - EP,FIFA
spotify:track:4xGBnQKYJnGH55xpwPWVBB,Don't Believe the Hype - Surkin Remix No.2,Boys Noize,Don't Believe The Hype,FIFA
spotify:track:2ywKLr623I7A2OxGDPvgVl,Love Is On Our Side - Original Single Edit,Frank Popp Ensemble,Love Is On Our Side,FIFA
spotify:track:1xFGxTBAk4goljCr1Zvv3S,Runaway,Ladytron,Best of 00-10,FIFA
spotify:track:1kRCRjqmIKjFQFWDMOxtLD,Rock Your Body Rock (Radio Edit),Ferry Corsten,Rock Your Body Rock,FIFA
spotify:track:4FRXZgSaqF2L9fcU6V5i1E,Seven Days a Week,The Sounds,Living in America (US version),FIFA
spotify:track:20LzJO1Mi67ZmrZQwBfwxI,Sly (In The Style Of The Cat Empire),Ameritz Audio Karaoke,Karaoke - Rock Songs Vol 54,FIFA
spotify:track:3hXtwSWkQZaZbIVsIf4jzB,Sun In My Pocket - Raindropz Radio Edit,Locnville,Sun In My Pocket,FIFA
spotify:track:5C1z3GZXgOpSZCnE4BB7IV,Fancy Footwork - d.i.m. Remix,Chromeo,Fancy Footwork Remixes,FIFA
spotify:track:5uSA7eVHcNIsN2Wi9QWlei,Restless (feat. Josh Homme) - 16 Bit Lolitas remix,UNKLE,Unkle Sounds Vol. 1,FIFA
spotify:track:7A0U8jLlYOFqCToGzQia79,Helicopter (in the style of Bloc Party),Domino Tributes,The Best of British Hits,FIFA
spotify:track:3H2RsscQHS4te5G2kLm2RK,Can't Sleep - Radio Edit,Adrian Lux,Can't Sleep,FIFA
spotify:track:7fcRYaYi56S2oGqGbhtjjO,1977,Various Artists,Cáfe Con Música,FIFA
spotify:track:70VyfyHG2QlfvfK8ItBY0m,Eure Mädchen,Kraftklub,Mit K,FIFA
spotify:track:7Kdy6btK7L0XkLyCtQBnMd,Hit It,American Authors,American Authors,FIFA
spotify:track:09VNwqC2jSZqwCfeGP2psD,Get Down,AMPLIFY DOT,Get Down,FIFA
spotify:track:6w8a64C9MU66UdSTnEaW6T,Ratchet,Bloc Party,Ratchet,FIFA
spotify:track:04MNyOQZDvLsW2gjAm9q2L,Love Natural,Crystal Fighters,Cave Rave,FIFA
spotify:track:3zzHL2RQFfuyZpMcKUzCLl,Compliment Your Soul,Dan Croll,Compliment Your Soul,FIFA
spotify:track:30aVFx8u8eYjy0P6flmPYp,F For You,Disclosure,Settle (Deluxe Version),FIFA
spotify:track:0UB1ORB5L02Yb4PtXgLDj1,Alive,Empire of the Sun,Alive,FIFA
spotify:track:4c9WmjVlQMr0s1IjbYO52Z,My Number,Foals,Holy Fire,FIFA
spotify:track:1g8HSOwbcqz1E0qKmlpN2z,I Know It's You,Guards,In Guards We Trust,FIFA
spotify:track:6oVNTD3jVSKBg9LcA4JwnR,Funky Futurista,Illya Kuryaki & The Valderramas,Chances,FIFA
spotify:track:57PjISfyOyDcvTPipz16nf,Love Me Again,John Newman,Love Me Again,FIFA
spotify:track:4VT6fxUYk5cXmO3VSbFQ4k,Boa Noite,Karol Conká,Single Boa Noite,FIFA
spotify:track:2Vng18sBesGQYIyTUUeewu,Você Diz Que o Amor Não Dói,Marcelo D2,Nada Pode Me Parar,FIFA
spotify:track:2uSCx6xNA3WzahPDXh36Eb,Don't Forget Who You Are,Miles Kane,Don't Forget Who You Are,FIFA
spotify:track:18cL7KMZIjTVmHpnbOo6Q7,Copy Of A,Nine Inch Nails,Hesitation Marks,FIFA
spotify:track:3Xxy7Mt3QsnjOESgVp2uDO,Am Ende,OK KID,OK KID,FIFA
spotify:track:5jjhbr89nR9cQWe8iN5WT7,Mechanical,Oliver,Mechanical,FIFA
spotify:track:0Z4DZo4wUFJhUjKjCtuXUf,Magic,Olympic Ayres,Magic,FIFA
spotify:track:5KhFKpzl9ynjeRR8UrDz34,Purple Yellow Red and Blue,Portugal. The Man,Purple Yellow Red and Blue,FIFA
spotify:track:3EwjYZtr1BUSjCCzjzKkdB,Here,Robert DeLong,Just Movement,FIFA
spotify:track:3c7vquF4xacCmFrxztLUVH,Dreaming,Smallpools,Smallpools,FIFA
spotify:track:3cubw71a5HiE4YUA8RoKMx,The City - Single Version,The 1975,IV,FIFA
spotify:track:6WPuJKSQkLarg2rPl7vH72,Miko,The Chain Gang Of 1974,Miko,FIFA
spotify:track:5gNnk9wX2pxRD0IVRdQqfQ,Hearts Like Ours,The Naked And Famous,Hearts Like Ours,FIFA
spotify:track:6JQ7p6BXHrgZrmSN3BlJ4h,On Our Way,The Royal Concept,On Our Way,FIFA
spotify:track:5y02IcERVgEUItFLeeZDz6,Worship You,Vampire Weekend,Modern Vampires of the City,FIFA
spotify:track:20eiLGM6lHj6Ul5dLexnTn,Runnin',David Dallas,Runnin',FIFA
spotify:track:5pCBnccjwGb65LV0TMOXb0,T.U.B.E.,Chinza Dopeness,T.U.B.E.,FIFA
spotify:track:3MWo1CF5f2ILKuEELaMwIr,Alive,"Chase & Status, Jacob Banks",Brand New Machine (Deluxe Version),FIFA
spotify:track:26PamIxO6F0xlQHLNiEIT6,As Máscaras (Se Deixa Levar) - South Africa '10 to Brasil '14,"Claudia Leitte, Lira",Listen Up! The Official 2010 FIFA World Cup Album,FIFA
spotify:track:3s8Bz3V2nHU6LpnYDfeoIS,Not Falling Apart - Tiësto Remix,Maroon 5,Call And Response: The Remix Album,FIFA
spotify:track:0oZRNfWPUN4LMkjC1meTxU,DNA,Wanessa,DNA,FIFA
spotify:track:2AobDJxjDp5TbxGdR3JGen,Let the Groove Get In,Justin Timberlake,The 20/20 Experience (Deluxe Version),FIFA
spotify:track:5lIpRO2qxROgyRtY6WLBJT,Mais Tarde,Aláfia,Aláfia,FIFA
spotify:track:32aNELWogDlowE77hoyctR,Two Step,Bear Mountain,Xo,FIFA
spotify:track:2s8PxbkkDMPeytykR3YADb,Bundalelê da Verdade,João Nabuco,Cinesamba Vol. 2,FIFA
spotify:track:3dNcq4dzEtbFUM4PGeHHXp,Pumpin Blood,NONONO,Pumpin Blood,FIFA
spotify:track:133kjt4NzA9xn01AzZyvFs,Kids,SAINTS OF VALORY,Possibilities,FIFA
spotify:track:4F0oFd9j2VnRqW4EjlpyFs,Who We Are,Switchfoot,Fading West,FIFA
spotify:track:6HB7OVmtU2dcrKBZecE8kQ,La prima volta,F4,LA PRIMA VOLTA,FIFA
spotify:track:3TLOEDJb0G1BUcQr0ArskG,Tokyo Tokyo (ey Mädchen),Die Raketen,[030] presents 2 Decades - The Sound of Berlin Club Culture,FIFA
spotify:track:6TKs7w0D46wugcmV2ao5iU,Wild Child (feat. J.J.) - Radio Edit,"Adrian Lux, Marcus Schössow, JJ",Wild Child (feat. J.J.),FIFA
spotify:track:7kl03dS2l8VPnabMmjBjgV,We Are the Ones (Own the World),Charles William,We Are the Ones (Own the World),FIFA
spotify:track:6lyyaNes11kJLrhlPmtF3P,The World Is Ours (feat. Monobloco),"David Correy, Monobloco",The World Is Ours (feat. Monobloco),FIFA
spotify:track:24KKhPZVnw0pKVtIHvfzao,Blackbossa,Dj Bitman,Latin Bitman,FIFA
spotify:track:1XUeiUC13X6cEAGYYGgmD1,Ozonio,Dom Um And Jadir De Castro,Ginga: the Sound of Brazilian Football (Mr Bongo presents),FIFA
spotify:track:4suhfbSOg1HGkPwT6OKCp2,Hino Vira-lata,"Emicida, Quinteto em Branco e Preto",O Glorioso Retorno de Quem Nunca Esteve Aqui,FIFA
spotify:track:1cvHatbY7iW7vuWQNffwEh,Life Happens,Ester Rada,Ester Rada,FIFA
spotify:track:12h1JAdBMlG54csMSD5dRS,Lambada Alucinada,Felipe Cordeiro,Se Apaixone pela Loucura do Seu Amor,FIFA
spotify:track:7eq7J8OQlvHZapHC04yWWg,Here's To Us,Kevin Rudolf,Here's To Us,FIFA
spotify:track:5o1QpMKSDJSOZgQIJGaO6K,El Bendito,La Yegros,Viene de Mi,FIFA
spotify:track:2jnUr6H8ncMc5tuCm9Af2M,Las Memorias Del Faro,Los Macuanos,El Origen,FIFA
spotify:track:78kAZ5oDnMLV3iQEJbxZez,Samba em Pliet,Luciana Oliveira,Pura,FIFA
spotify:track:4pn0G7yHNfTgRYRWca8gYA,We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song],"Pitbull, Jennifer Lopez, Claudia Leitte",We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song],FIFA
spotify:track:6qqCpnjgIo9BU7Vjn17b2B,Caminho,Rael,Ainda Bem Que Eu Segui as Batidas do Meu Coração,FIFA
spotify:track:0WToSSZleM2bhMN6EyS3Qp,Brazil,Ritmo Machine,Essential Modern Bossa Nova,FIFA
spotify:track:4z1hWthUnxIvopQP7K6TVy,Beleza! Beleza!! Beleza!!!,Trio Mocoto,Beleza! Beleza!! Beleza!!!,FIFA
spotify:track:5MNRv4XYIXjEG34dxf747J,Just Keep Breathing,We The Kings,Somewhere Somehow,FIFA
spotify:track:5fy6FwMleaPP70Zko0Kh9u,Children Of The Sun - feat. John Martin,"Tinie Tempah, John Martin",Children Of The Sun,FIFA
spotify:track:4DM02nrD9g2KuQtu5ytOz3,Utopia (feat. Dominique Young Unique) - Vocal Edit,"Bang La Decks, Dominique Young Unique",Utopia (feat. Dominique Young Unique),FIFA
spotify:track:5fLr061zAKBzbRmkybjK2H,Uh la la,ChocQuibTown,Eso es lo que hay,FIFA
spotify:track:264py48l3YjixQ3OhlGutW,Crystal Ball,Death From Above 1979,The Physical World,FIFA
spotify:track:3gXBUUHrsi5wRnskoRiY4r,Tunnel Vision,"Dirty South, SomeKindaWonderful",Tunnel Vision,FIFA
spotify:track:4t80TQHYdtzwnUGBQC4yL1,All Or Nothing (feat. Diplo & Bunji Garlin),"Elliphant, Diplo, Bunji Garlin",Look Like You Love It,FIFA
spotify:track:7d8sqXhIwIJltlGHL47ASh,Levanta e Anda,Emicida,O Glorioso Retorno de Quem Nunca Esteve Aqui,FIFA
spotify:track:3GncyQAqKMwlSVhyM31Lsu,16 Years,The Griswolds,Be Impressive,FIFA
spotify:track:3CVPyuuD6HxWXgPbbGqbg6,Are You What You Want to Be?,Foster The People,Supermodel,FIFA
spotify:track:313z5XYoZ7cOvTcwLrAApD,Tongues,"Joywave, KOPPS",How Do You Feel?,FIFA
spotify:track:6J8SONJwAIizCJm0QhEi4Y,Busy Earnin',Jungle,Busy Earnin',FIFA
spotify:track:36pHJ5lqNQTLLzGTy8G7xV,Around Town,The Kooks,Listen,FIFA
spotify:track:1dPlXYkP9oL4gfNPlfjFIV,Palm Trees,Lowell,I Killed Sara V.,FIFA
spotify:track:7l8SsHb1SX5edK0cyFFR9u,Down By The River,Milky Chance,Stolen Dance,FIFA
spotify:track:3sG4x1x5BQFmcluWZTWVyB,The Valleys,The Mountains,"The Mountains, The Valleys, The Lakes",FIFA
spotify:track:0TDZKYDx1ycc9VzGCQ5315,Agiborê (Fatboy Slim Presents MPB4),"MPB4, DJ Marky",Fatboy Slim Presents Bem Brasil,FIFA
spotify:track:49wwSGFhdbU0dbVUviNbQ3,Everlasting,Polock,Rising Up,FIFA
spotify:track:2Iq6HhIquO7JKr0KfTNLzU,My Type,Saint Motel,My Type EP,FIFA
spotify:track:1EymydSgZSlLuVQcdiNohO,Brasil,Sante Les Amis,Sudamericana,FIFA
spotify:track:0n0p8VGjFfQSXnCKUMPCWU,Sunrise,Slaptop,Sunrise,FIFA
spotify:track:0OXvO7h8MkGueA4ad1LvKm,Sunshine,Teddybears,Sunshine,FIFA
spotify:track:4Iaj6S75mnpxIM3mUlto8F,Pressure,"Tensnake, THABO",Glow,FIFA
spotify:track:0SRgVYcDYttX5Huc5FGB2M,Water Fountain,Tune-Yards,nikki nack,FIFA
spotify:track:7BVwi9cIzSc6tpyxsp47vJ,Mess Is Mine,Vance Joy,Dream Your Life Away,FIFA
spotify:track:0w2LYqm7n3lpnQ1AUeCJ4e,Cocoon,Catfish and the Bottlemen,Cocoon,FIFA
spotify:track:4VbvGwV24TbFIULF176HXF,Move with You,Jacob Banks,Move With You,FIFA
spotify:track:1G6RFxSt5nxryHeD6EYsa2,stevie,Kasabian,48:13:00,FIFA
spotify:track:0Up7M5y6e7K8AeJyaYtVAt,A Little Bit Of Fear,April Towers,A Little Bit Of Fear,FIFA
spotify:track:3EB5N4DHgM7Ktk8yy1EgYY,Stockholm,Atlas Genius,Stockholm,FIFA
