﻿Spotify URI,Track Name,Artist Name,Album Name,Game
spotify:track:5GeQY42BWii8W0XZz2Cjzw,"Classic Battle"" - Da Riffs Madden Mix""",Sam Spence,"Classic Battle"" (Da Riffs Madden Mix)""",NFL
spotify:track:3fDShiUOznBOCaJcH6ISDR,"Salute to Courage"" - Da Riffs Madden Mix""",Sam Spence,"Salute to Courage"" (Da Riffs Madden Mix)""",NFL
spotify:track:65IUk3WvZtnTjQH7W4wyoD,Travelin' Man,A Thousand Horses,Southernality,NFL
spotify:track:1LEts6yVIfK8kFM1SO1ZzQ,Get Some Freedom (feat. Dragonette),"Big Data, Dragonette",2,NFL
spotify:track:4XZ1rwVzV2AtLqmwEYvdjq,Holding All the Roses,Blackberry Smoke,Holding All The Roses,NFL
spotify:track:6oQJIlPaASRqxpf7ibhTPy,Rubber Band Stacks,Brooke Candy,Rubber Band Stacks,NFL
spotify:track:4SOuUy1pQlkaa8X81Ki9sj,Automatic,DON BROCO,Automatic,NFL
spotify:track:0gZZSv0LYtayzTgwwPIIYE,Something to Believe In (feat. Nas & Aloe Blacc) [Clean],"Fashawn, Aloe Blacc, Nas",Something to Believe In (feat. Nas & Aloe Blacc) [Clean],NFL
spotify:track:74HM499ah5txkTTzVfMX4W,I Used to Be - Radio Version,"Goh, Sugarstarr, Redman, Method Man",I Used to Be,NFL
spotify:track:3jzg268xM6Sr4pVw8ZXdx2,Through the Roof (feat. Young Tapz) - Clean Edit,"Hermitude, TAPZ",Through the Roof (feat. Young Tapz) [Clean Edit],NFL
spotify:track:4OF1jvruJaAzVpHjZlEsxj,Collide,James Bay,Chaos And The Calm,NFL
spotify:track:59YX7tyqUGtLcwHwyGR1so,House Of Moody,Jimi Charles Moody,House Of Moody,NFL
spotify:track:6wGwjE0XRjh1KDc3n9eVhr,Come And Get It,John Newman,Come And Get It,NFL
spotify:track:2iLxXSM7AOzB4RCNzk4bjd,Destruction,Joywave,How Do You Feel Now?,NFL
spotify:track:7mXUXqPusrW1dwHqrTU4Qp,Ghetto Boy,King Los,"God, Money, War",NFL
spotify:track:1Wvlwbyz4eGEegFx6s71gr,Sirens,Lee Brice,I Don't Dance (Deluxe Edition),NFL
spotify:track:1LCgs7f9v2wYf4rINtTty5,Ain't Too Cool,LunchMoney Lewis,Ain't Too Cool,NFL
spotify:track:59pC50vkYv8E0qzBrftVV0,Make You Mine,"Modestep, Teddy Killerz",London Road,NFL
spotify:track:65kWtHIqg2IACNR9KP4KOS,Intro,NF,Mansion,NFL
spotify:track:1S5ZWgIiEUvJ2k8jYYpWkw,Odyssey,No Wyld,Odyssey,NFL
spotify:track:2WBSdRYPXqGOZ8mk9iBQBN,Ban All the Music,Nothing But Thieves,Ban All the Music,NFL
spotify:track:1bvgrTHjGJgeIsQy2tSqFU,Wolves,"Rag'n'Bone Man, Stig Of The Dump",Wolves,NFL
spotify:track:5HUH56ZH3rgzoUPnks1AvR,Better Days,Robert DeLong,Better Days,NFL
spotify:track:39lxs02zC9wpqB0sxufKKI,Higher,"Sigma, Labrinth",Higher,NFL
spotify:track:6BvjRVzEP4XUj0ncoB8JuJ,I'm Rockin',The Cadillac Three,The Cadillac Three,NFL
spotify:track:6FXNfYIY6iEeCKuIeSYWgg,Can't Feel My Face,The Weeknd,Can’t Feel My Face,NFL
spotify:track:7i9763l5SSfOnqZ35VOcfy,Heavydirtysoul,Twenty One Pilots,Blurryface,NFL
spotify:track:0uzDgt7QC3RkUWD1PEHG4T,Flash,Viv and the Revival,The Introduction,NFL
spotify:track:7f4VKqeNMMNqbk0x1GZowf,Superpower,X Ambassadors,VHS,NFL
spotify:track:5hwwltApnx3ZAhnVxfXAlz,Animation,"Xilent, Diamond Eyes",Animation,NFL
spotify:track:2Wo2GJmaYGghSV7NUtWL1i,Fiddle Me This,Yelawolf,Love Story,NFL
spotify:track:7kKsGynildMI6QE3YWJCqN,Knock Me Down,Youngblood Hawke,Knock Me Down - Single,NFL
spotify:track:4esFAnCzcAImUTSv4MUxPS,Bounce,"2 Chainz, Lil Wayne",COLLEGROVE,NFL
spotify:track:2Q84ODeQVix3b9dQwyMfs4,HEAR ME NOW,3OH!3,NIGHT SPORTS,NFL
spotify:track:2gvcWcfL4S9GFS3twfDc8D,Rings,Aesop Rock,The Impossible Kid,NFL
spotify:track:3rj1HayF8t2OBunsWPNbCj,Right Here Right Now,American Authors,Right Here Right Now,NFL
spotify:track:7qsF31mlCOvFDDZpEiS0Sk,Come Down,Anderson .Paak,Malibu,NFL
spotify:track:2MMhKSHLYGNubtJgoIWED7,Giant,Banks & Steelz,Giant,NFL
spotify:track:2JREOr5rIy2t5aHJwzrX5X,Winner's Circle,Bear Hands,You'll Pay For This,NFL
spotify:track:7lNQ4YZEAZc1nvfSNPzSvU,River,Bishop Briggs,River,NFL
spotify:track:0elJ9OdhVl2yp4WJrtg5mm,Straight Outta Cold Beer,Blake Shelton,If I'm Honest,NFL
spotify:track:4cPxEYiDCQQCQKcAuuecZ7,It's About To Get Dirty,Brantley Gilbert,It's About To Get Dirty,NFL
spotify:track:75yiJ4b9RM8d2YA7Ose8ih,Acting Our Age,Cale Dodds,People Watching,NFL
spotify:track:50fOiM2cK0twNslrs4Cr58,Missile,Dorothy,Missile,NFL
spotify:track:5p05jPxSDr5arTWUmI4RNQ,California,Fashawn,California,NFL
spotify:track:7kClqlbpmpZmGMimROkvh6,Roll Up,Fitz and The Tantrums,Fitz and The Tantrums,NFL
spotify:track:6U7L9u7f7HO27QCOA7ENnp,Who's With Me,Flo Rida,Who's With Me,NFL
spotify:track:2aLIBIlebwNpljSxFczUcL,Catch Me (feat. Naaz),"Flux Pavilion, Yellow Claw, Naaz",Catch Me (feat. Naaz),NFL
spotify:track:51EhqjwJH9AmtnQhxVGv1F,Oh No,Goodbye June,Oh No,NFL
spotify:track:596ShP1KQsIzk7dTpJNXJi,Lights Come On,Jason Aldean,Lights Come On,NFL
spotify:track:3HtCaD8SkNbjy3TrEcS4Km,Glass House,KALEO,A/B,NFL
spotify:track:026R8e89M0goYtCWLQNyI1,Jambo,KAMAUU,Jambo,NFL
spotify:track:3EoMeWwfsLCnGzgMjIupcC,Girl Gang,Leikeli47,Girl Gang,NFL
spotify:track:75Lv916cejvaYwggtOzuh8,Wrist,"Logic, Pusha T",Wrist,NFL
spotify:track:20oycBYdnNpNr38eSR7Neu,Blow Your Mind,Ohana Bam,Blow Your Mind,NFL
spotify:track:00xjWxgQ1l050hhViWF64t,Do Something Crazy,"Outasight, Cook Classics",Do Something Crazy,NFL
spotify:track:4oUMzmkAen9nNbTMSI9VSN,Set The Roof,"Rae Sremmurd, Lil Jon",Set The Roof,NFL
spotify:track:7lO4QFtr4Ajqb2nqeGAeHW,Believe,ROMES,Believe EP,NFL
spotify:track:1A3ZnvYLQ6ONf9sAXjfOLf,Not Tonight,Snow Tha Product,Half Way There...Pt. 1,NFL
spotify:track:2qDmcePA2WjCRYDXuZWboY,Healing,St. Paul ,Healing,NFL
spotify:track:7vMe9MKq9UfimrfESanAxT,How Else (feat. Rich The Kid & ILoveMakonnen),"Steve Aoki, Rich The Kid, ILOVEMAKONNEN",How Else (feat. Rich The Kid & ILoveMakonnen),NFL
spotify:track:3ahHONgC90lAXW2gfq2wd2,Turn Up,The Heavy,Hurt & The Merciless,NFL
spotify:track:06cu3EF2msKUEy0kCaY8tR,Kiss The Sky (feat. Wyclef Jean),"The Knocks, Wyclef Jean",55,NFL
spotify:track:6v5qNcTMNWDxdVZomhAn8M,New Design,The Qemists,Warrior Sound,NFL
spotify:track:3Pc4BTWoH6x0PmeGfQzn5a,Rebel Heart,The Shelters,The Shelters,NFL
spotify:track:6TFGNgCyhgHKNn046iG6fa,Victorious,Wolfmother,Victorious,NFL
spotify:track:56aIuedUY47nQ5JLnO1kkf,Why You Always Hatin?,"YG, Drake, Kamaiyah",Why You Always Hatin?,NFL
spotify:track:4xJEE89kyGNSBS5VoeTgmF,Jungle Youth,Young the Giant,Jungle Youth,NFL
spotify:track:0G7q7kRa4LTkclAzrNifLJ,Let Me Breathe,Action Bronson,Let Me Breathe,NFL
spotify:track:7tjgb1RcGrbHpPHOA0W9be,Wish You Well,Amir Obe,Hip Hop Hit List (Vol. 2),NFL
spotify:track:42oDlc0uKug0m43EKnqqJV,King Is Born,Aloe Blacc,King Is Born,NFL
spotify:track:6kl1qtQXQsFiIWRBK24Cfp,RAF,"A$AP Mob, A$AP Rocky, Playboi Carti, Quavo, Lil Uzi Vert, Frank Ocean",RAF,NFL
spotify:track:5GoGjEsPvr0McJQiGGCnws,Man Listen,Belly,Man Listen,NFL
spotify:track:0lPqJg8dwgstNRBjY6X3Fx,Kill Jill,"Big Boi, Killer Mike, Jeezy",BOOMIVERSE,NFL
spotify:track:1r0faljjM2b876iNoaDUh5,Sacrifices,"Big Sean, Migos",I Decided.,NFL
spotify:track:3FDrI0FLKzrYQiWxPhqV2W,Rollin (feat. Future & Khalid),"Calvin Harris, Future, Khalid",Rollin (feat. Future & Khalid),NFL
spotify:track:5HJnupfeRumuBKzjNw5Miw,Squad,Chaz French,True Colors,NFL
spotify:track:315aLodsFnMXIrekLxRU8v,LUKE C WALKER,Cuz Lightyear,WHAT UP CUZ,NFL
spotify:track:7l0u38sWDqqk6TySNOZtO3,Say Less,"Dillon Francis, G-Eazy",Say Less,NFL
spotify:track:3LRddJIw2ymm1CHIO9xlkC,Bring Dem Things,"French Montana, Pharrell Williams",Jungle Rules,NFL
spotify:track:4wLJNd3zIfm68rMi36JtY4,Kokamoe Freestyle,GoldLink,At What Cost,NFL
spotify:track:73NbHgUZ51H65Bfo2HFKUi,Whatever It Takes,Imagine Dragons,Evolve,NFL
spotify:track:6e1oZCtCQiGVESDtxgFLTP,Common Sense,J Hus,Common Sense,NFL
spotify:track:7L9g4cPfohScjJ8mGwLQWr,TEMPTATION,Joey Bada$$,ALL-AMERIKKKAN BADA$$,NFL
spotify:track:0nhT3I75Bdxqyakdk3n55N,FYM (feat. Mystikal),"Joyner Lucas, Mystikal",508-507-2209,NFL
spotify:track:6HZILIRieu8S0iqY8kIKhj,DNA.,Kendrick Lamar,DAMN.,NFL
spotify:track:7cGFbx7MP0H23iHZTZpqMM,Everybody,Logic,Everybody,NFL
spotify:track:0YtPUj1uKaCccyr4ubrX3K,Glow Up,Meek Mill,Glow Up,NFL
spotify:track:5X4XAB4dagwoPgAeFy4OyW,Bars Of Soap (feat. Swae Lee),"Mike WiLL Made-It, Swae Lee",Ransom 2,NFL
spotify:track:3LRoXCTQ7VvvVtzpceHt4y,Dead Presidents,"Rick Ross, Future, Jeezy, Yo Gotti",Rather You Than Me,NFL
spotify:track:5GW97dX1VfhPhLvXyMGaSk,Go On,"Snoop Dogg, October London",Neva Left,NFL
spotify:track:21RHUPycLKgIoaAyordGrB,Got Me Like,Spencer Ludwig,Got Me Like,NFL
spotify:track:2NphztefpybiUgnaF0YVNB,Been Ballin (feat. Lil Uzi Vert),"Steve Aoki, Lil Uzi Vert",Steve Aoki Presents Kolony,NFL
spotify:track:3uMB82o0qa7erhiZBW9KQC,Big For Your Boots,Stormzy,Gang Signs & Prayer,NFL
spotify:track:5talKQEfkRMQPUjXcf62sU,OMG,"Vic Mensa, Pusha T",The Manuscript,NFL
spotify:track:2MIXhD9W7WL1Txd4Z7bU49,Party People,Vince Staples,Big Fish Theory,NFL
spotify:track:0ivDGJNDbHrl5RlrZoUqLy,It's Ok,"Zoey Dollaz, A Boogie Wit da Hoodie",M'ap Boule,NFL
spotify:track:2FPqlKZzn55TmKXkrnyQDA,Bad Company (feat. BlocBoy JB),"A$AP Rocky, BlocBoy JB",Bad Company (feat. BlocBoy JB),NFL
spotify:track:6gHYc6tApbajZFSoRiCpcW,Bubblin,Anderson .Paak,Bubblin,NFL
spotify:track:5v2kAfz4EtJ1xS4ufeEhLS,"Loose Lips (feat. Pusha T, Conway & Fresh)","Berner, Pusha T, Conway, Fresh",The Big Pescado,NFL
spotify:track:5bA2ewkqFFVL5S5SsVecai,Bourbon Street,Blackway,Good.Bad.Faded,NFL
spotify:track:1pDbsP7PvHrZZ70NVFyEWX,Money Bag,Cardi B,Invasion of Privacy,NFL
spotify:track:3hcq8nkuBcjrZBrXsigs18,Boss Right Now,Creek Boyz,Boss Right Now,NFL
spotify:track:3zslIxN2pVCqUndyNscGoh,Headstone,Flatbush Zombies,Headstone,NFL
spotify:track:67vbuGnDb8yPxOtFpGFd9Y,Bag,Innanet James,Bag,NFL
spotify:track:058nOz95eQSgL2Y3bAbj4H,WIN,Jay Rock,Redemption,NFL
spotify:track:2jMoUFGYJrHp8Hos0tQxuw,Addicted To Ballin' (feat. ScHoolboy Q),"Kamaiyah, ScHoolboy Q",Addicted To Ballin' (feat. ScHoolboy Q),NFL
spotify:track:3u4w5ActqDKansikfuc0oR,Welcome To The Rodeo,Lil Skies,Welcome To The Rodeo,NFL
spotify:track:5gJXWs8mNpJLSvPPJCFzqf,All in Stride,Nick Grant,Dreamin' Out Loud,NFL
spotify:track:3EW9gkOd5KvdOfnZRICr6X,same squad,P-Lo,same squad,NFL
spotify:track:3UP4tYlgEes6TajBXh8faH,Ball For Me,"Post Malone, Nicki Minaj",beerbongs & bentleys,NFL
spotify:track:0O1DAnwzlTFlSwhurEjWDc,Brxnks Truck - From Jxmtro,"Rae Sremmurd, Swae Lee, Slim Jxmmi",SR3MM,NFL
spotify:track:58yh8NTjeNDLvGNLchIF3a,American Dream,Skizzy Mars,American Dream,NFL
spotify:track:69kmQpsava0jqPfyYhQH54,Light (feat. Lil Yachty),"Tee Grizzley, Lil Yachty",Activated,NFL
spotify:track:0ZNrc4kNeQYD9koZ3KvCsy,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)","YG, 2 Chainz, Big Sean, Nicki Minaj",STAY DANGEROUS,NFL
spotify:track:4nvj5stJvHjPMPO9knw6sO,Car Confessions,Young M.A,Car Confessions,NFL
spotify:track:1ENV3FCYOTxnviLKYVhFOd,Anybody (feat. Nicki Minaj),"Young Thug, Nicki Minaj",Anybody (feat. Nicki Minaj),NFL
